Area Number,Baseline,Dislike roads,Dislike camps,Dislike picnic,Dislike gates,Dislike all,Like border,Like dams,Like water,Like all
430,1,0.12764651891895845,0.5,0.5,0.5,0.015955814864869806,0.7203084642502192,0.8140223861048689,0.901636886186385,0.5286722769767797
431,1,0.09290459297363896,0.5,0.5,0.5,0.01161307412170487,0.734329630434202,0.7965211862363448,0.8920039420855894,0.5217412303849439
432,1,0.04707057494259087,0.5,0.5,0.5,0.005883821867823859,0.7480283926392899,0.7785963360032142,0.8779303686783787,0.5113173273867867
433,1,0.005738928246094677,0.5,0.5,0.5,0.0007173660307618346,0.7613492255989791,0.7896436295544056,0.8607561805431216,0.51748193827329
434,1,0.0592646128399687,0.5,0.5,0.5,0.0074080766049960875,0.7742252253150612,0.8053955174613262,0.8414860018077954,0.52471492942922
435,1,0.06919332092071179,0.5,0.5,0.5,0.008649165115088973,0.7865758654664123,0.8203002318831817,0.8207947155108863,0.529600032154965
436,1,0.031127702269577118,0.5,0.5,0.5,0.0038909627836971397,0.7983046131555165,0.8370712786173182,0.7991209807999677,0.5340028966961592
437,1,0.039607373578411376,0.5,0.5,0.5,0.004950921697301422,0.8092966898482361,0.856950406808132,0.7767507520265644,0.5386977179094009
438,1,0.05687830141902733,0.5,0.5,0.5,0.007109787677378417,0.8194175216503825,0.8767904063259695,0.7538738675259293,0.5416262751937564
439,1,0.09031014720383745,0.5,0.5,0.5,0.011288768400479682,0.8285127817401917,0.8965687579389944,0.7306193781048999,0.5427177188564263
440,1,0.15000151937475587,0.5,0.5,0.5,0.018750189921844483,0.836411320313287,0.9162417783423942,0.7070772016067436,0.5418721456905284
441,1,0.1958050842012805,0.5,0.5,0.5,0.024475635525160064,0.8429324929453742,0.9357126952174311,0.6833114902866251,0.5389569052789666
442,1,0.26987697977900776,0.5,0.5,0.5,0.03373462247237597,0.8478990368912036,0.9547200329376311,0.6593690287856667,0.5337633145350759
443,1,0.3375925477844842,0.5,0.5,0.5,0.04219906847306053,0.8511552495368162,0.9722927215675833,0.6352846247875465,0.525743801840979
444,1,0.4071892749312376,0.5,0.5,0.5,0.0508986593664047,0.8607752725912686,0.9831147656488408,0.6110846476644245,0.5171248102322835
445,1,0.44427334233617183,0.5,0.5,0.5,0.05553416779202148,0.8746438252208717,0.9754535338580994,0.5867894027880626,0.5006337026229138
446,1,0.48336419147946097,0.46470179126310557,0.5,0.5,0.056155051403237066,0.8877486216386182,0.9585277579456146,0.5624147580022998,0.4785765438365316
447,1,0.5,0.42569912511845154,0.5,0.49085231220271097,0.052238849966765775,0.9010291684250307,0.9396894310922188,0.5379732795820867,0.45549529778489095
448,1,0.5,0.3928157780055379,0.5,0.46463285636590523,0.045628779240077105,0.9170944106762554,0.9202831098013564,0.5134750399557324,0.43336599987820684
449,1,0.5,0.36769719304563114,0.5,0.4425284059072227,0.04067911317376087,0.9328657797010487,0.9006410525221598,0.5,0.42008860884592886
450,1,0.5,0.35200953978140415,0.5,0.4251812423599833,0.03741696336170584,0.9480748049138419,0.8808798157117497,0.5,0.41756997971672905
451,1,0.5,0.34703415742634913,0.5,0.4131909820830885,0.035847846080842585,0.9620394442891314,0.8610502386981889,0.5,0.41418214657111474
452,1,0.5,0.3532240036352242,0.5,0.4070313089859058,0.03594330714122192,0.9730716215719954,0.8411779170682102,0.5,0.4092631798960584
453,1,0.5,0.37001917121632555,0.5,0.40696705679306455,0.03764640326672926,0.9829153456267875,0.8212771086632897,0.5,0.40362293655857306
454,1,0.5,0.39607281829369617,0.5,0.4130010703797486,0.04089462447590505,0.9927590696815723,0.8013563750111423,0.5,0.3977769046697294
455,1,0.5,0.4297041630175548,0.5,0.4248736082117012,0.045642489551214395,0.9973972062636383,0.7814211638568864,0.5,0.3896936428730696
456,1,0.5,0.4692868611394567,0.5,0.44211455729804156,0.0518696382146146,0.9875534822088499,0.761475105134408,0.5,0.37599869584541734
457,1,0.5,0.5,0.5,0.4641260395569872,0.0580157549446234,0.977709758154063,0.7415207100528092,0.5,0.36249601704598056
458,1,0.5,0.5,0.5,0.4902659272424322,0.06128324090530402,0.9680886780743541,0.7215597708797001,0.5,0.3492669223712814
459,1,0.5,0.5,0.5,0.5,0.0625,0.956793524069598,0.70159360085024,0.5,0.33564010691109003
460,1,0.5,0.5,0.5,0.5,0.0625,0.9428088974300841,0.681623184081366,0.5,0.321320201323268
461,1,0.5,0.5,0.5,0.5,0.0625,0.9276784926902368,0.6616492725359515,0.5,0.3068988999178716
462,1,0.5,0.5,0.5,0.5,0.0625,0.9119912834913123,0.6416724506315298,0.5,0.2925998409162323
463,1,0.5,0.5,0.5,0.5,0.0625,0.9273260329389774,0.8406317512560084,0.800826999149766,0.6242764443187667
464,1,0.5,0.5,0.4659459882536314,0.5,0.05824324853170393,0.9438642620112192,0.8562971828877837,0.8258233452732644,0.6674538055432426
465,1,0.5,0.5,0.421682453185238,0.5,0.05271030664815475,0.9604024910834608,0.8707608395870261,0.8508184668402125,0.7115232157246657
466,1,0.5,0.5,0.3825428324762334,0.5,0.04781785405952917,0.9769407201557019,0.8835739654436814,0.8758116244569796,0.7560000565804746
467,1,0.5,0.5,0.3502491199612402,0.5,0.043781139995155025,0.9934789492279443,0.8941355467554195,0.9008013336575427,0.800186187681356
468,1,0.5,0.5,0.3268369217029734,0.5,0.040854615212871676,0.989982821699815,0.9033246423837689,0.9257841109449523,0.8279063990037483
469,1,0.49642091130026345,0.5,0.3142973126562296,0.5,0.039005939592007335,0.9734445926275774,0.9096412132000475,0.9507494063757558,0.8418746425543484
470,1,0.48961253670066346,0.5,0.3139358662172552,0.5,0.038426733954987614,0.9569063635553298,0.9117770101748304,0.9756434042516533,0.8512344533023527
471,1,0.5,0.5,0.3257931175642452,0.5,0.04072413969553065,0.9403681344830886,0.909435760283515,0.9967035563773665,0.8523852762088344
472,1,0.499236789089607,0.5,0.3486245585251804,0.5,0.04351155129897321,0.9238299054108513,0.9029409092503051,0.9739521723618714,0.8124356595148322
473,1,0.4666148122001269,0.5,0.38045960384978095,0.5,0.044382021650025055,0.9072916763386063,0.8962033689805529,0.9490479430368642,0.7716878296159484
474,1,0.45162392460832396,0.5,0.4192522361492696,0.5,0.04733608507263724,0.890753447266365,0.9027138540837172,0.9240807343760294,0.7430491392828815
475,1,0.4218345288145161,0.5,0.4632578816068171,0.5,0.048854542551805644,0.8742152181941227,0.9053667724131865,0.8990972860771717,0.7116223845420466
476,1,0.40695332651450133,0.5,0.5,0.5,0.05086916581431267,0.8576769891218812,0.9038423100331827,0.8776101184277536,0.6803275334276028
477,1,0.3920128936775633,0.5,0.5,0.5,0.049001611709695414,0.8411387600496426,0.8983281999962162,0.8791346279803276,0.6642905368178948
478,1,0.3677868017655701,0.5,0.5,0.5,0.04597335022069626,0.8246005309773999,0.8894196740271447,0.875550840920333,0.6421429390403415
479,1,0.3645898716946217,0.5,0.5,0.5,0.04557373396182771,0.8080623019051518,0.877857206235819,0.8868321261714731,0.6290861767053786
480,1,0.38041327260505975,0.5,0.5,0.5,0.04755165907563247,0.7915240728329109,0.8643175927219209,0.9092514122237629,0.6220445149094418
481,1,0.3967875907059509,0.5,0.5,0.5,0.04959844883824386,0.7749858437606719,0.849332919252316,0.9299026056126648,0.6120814127962771
482,1,0.3991508320132518,0.5,0.5,0.5,0.049893854001656475,0.75844761468843,0.8332924033006117,0.9466897456730291,0.5983160945195228
483,1,0.3593617358825833,0.4556695499202094,0.5,0.5,0.04093755011204048,0.7419093856161885,0.8285472751056233,0.9550520108022973,0.5870771562395777
484,1,0.33844912766925767,0.39451501578958037,0.5,0.5,0.033380815736601725,0.7253711565439466,0.8340245745601442,0.950516060692085,0.5750407067634057
485,1,0.2968094492062986,0.3338591868474099,0.5,0.5,0.024773140340160614,0.7088329274717056,0.8372128788073874,0.9357582786194139,0.555320188114254
486,1,0.2739520077977915,0.2740334205920254,0.5,0.5,0.018768001443720504,0.6922946983994606,0.8379770022422262,0.9379617514900934,0.5441369708042373
487,1,0.23537528098732152,0.21572940124222717,0.5,0.5,0.012694342108653962,0.6757564693272213,0.8362829978937654,0.9527631721043719,0.5384289976085109
488,1,0.1410769095348549,0.16061299299649306,0.5,0.5,0.005664696170772135,0.6592182402549822,0.832205298787805,0.9568271897937477,0.5249200968279675
489,1,0.049727838390098145,0.11343012156497118,0.5,0.5,0.0014101586884380183,0.6426800111827407,0.8503591715100287,0.9475932716860718,0.5178681014591353
490,1,0.03863596845001277,0.08802699266252223,0.5,0.5,0.0008502520278146786,0.6261417821104991,0.8694787895369831,0.9301498832926349,0.5063894078851533
491,1,0.08041336418629452,0.10219398414861064,0.5,0.5,0.002054440516247659,0.6096035530382555,0.8882896817196559,0.9091065875021918,0.49228535002509743
492,1,0.09003586042022044,0.14474449680424373,0.5,0.5,0.003258048827715483,0.5930653239660175,0.9066051176998453,0.915483208231162,0.49223340241853203
493,1,0.11157328213804873,0.19816868651247638,0.5,0.5,0.005527582692795765,0.5765270948937724,0.9240657332331099,0.9208894868087225,0.49060289120599965
494,1,0.14833995504427577,0.25574046858689725,0.5,0.5,0.009484132403295589,0.5599888658215291,0.939921537145237,0.9215495550410536,0.48505354937433076
495,1,0.17254414302178955,0.3151952509667584,0.5,0.5,0.013596273615649303,0.5672571049958405,0.9525360080844704,0.9399485797077451,0.5078850651778392
496,1,0.18968774971469266,0.3756399941312812,0.5,0.5,0.017813576297400772,0.5757057224889702,0.9588145734740834,0.9519596644061037,0.5254770099429827
497,1,0.17458561090547436,0.43666378845734066,0.5,0.5,0.01905880356703091,0.5836583011081212,0.9559585628335374,0.9524650169997557,0.5314308571790997
498,1,0.18731248220718216,0.49805383555281907,0.5,0.5,0.02332292505255156,0.5910858988744488,0.9453826308098676,0.9411673953178171,0.5259265448235568
499,1,0.206838191935725,0.5,0.5,0.5,0.025854773991965625,0.6065963165944344,0.9305272294577431,0.9231041214462734,0.5210501736665691
500,1,0.18436194093272812,0.5,0.5,0.5,0.023045242616591015,0.6222760217198537,0.9135715632654291,0.9019455411344937,0.5127503379858209
501,1,0.18751107991034494,0.5,0.5,0.5,0.023438884988793117,0.637867558793682,0.895533337825182,0.8793087506557882,0.502289000821733
502,1,0.21432636572460784,0.5,0.5,0.5,0.02679079571557598,0.653359030500037,0.8768874809959948,0.8558886595957016,0.4903577459950602
503,1,0.25188815432733586,0.5,0.5,0.5,0.03148601929091698,0.6687363979347388,0.8603972413567097,0.8600911889422789,0.49487836689901044
504,1,0.23960722886567903,0.5,0.4948704020408916,0.5,0.029643631420165628,0.6839830037384226,0.8479970888392265,0.8713053156594205,0.5053706719477005
505,1,0.24280743664633858,0.5,0.49593233619195887,0.5,0.030104014825199935,0.699078971564506,0.8341059380752558,0.8783440583306101,0.5121676214087807
506,1,0.26344976393775615,0.5,0.5,0.5,0.03293122049221952,0.7140004469606245,0.8190668782051563,0.8804675169277882,0.5149098335729974
507,1,0.21764258443662082,0.5,0.5,0.5,0.027205323054577603,0.7287186352173706,0.8031428199354586,0.8774199817451949,0.5135233281284967
508,1,0.18738119644361678,0.5,0.5,0.5,0.023422649555452098,0.743198580663027,0.7865317257213605,0.8695633976167241,0.5083026425152043
509,1,0.12278230493273351,0.5,0.5,0.5,0.015347788116591689,0.7573976203245364,0.7835650175816142,0.8576920465777382,0.509014738766835
510,1,0.08006466421139002,0.5,0.5,0.5,0.010008083026423753,0.771263435737821,0.8008387496234683,0.8427123654791162,0.5205077355011087
511,1,0.022370011718322258,0.5,0.5,0.5,0.0027962514647902822,0.7847316265860474,0.8175546501314999,0.8254226637300273,0.5295589816583112
512,1,0.020311897769861365,0.5,0.5,0.5,0.0025389872212326706,0.7977227523677708,0.8335445773615713,0.8064409839220639,0.5362328311615477
513,1,0.06526947561480972,0.5,0.5,0.5,0.008158684451851216,0.8101388592086195,0.8485783708883243,0.7862175426490693,0.5404980755286426
514,1,0.05949447297476129,0.5,0.5,0.5,0.0074368091218451615,0.8218596726984777,0.862342411034011,0.7650728082214693,0.5422258065069568
515,1,0.04019907457849403,0.5,0.5,0.5,0.005024884322311754,0.8327389609169564,0.8744184972337654,0.7432342861617042,0.541195225001473
516,1,0.011955455453365016,0.5,0.5,0.5,0.001494431931670627,0.8426021291924717,0.8915179113964671,0.7208647672384793,0.5415099297871325
517,1,0.05632647920439743,0.5,0.5,0.5,0.0070408099005496785,0.8512469165701145,0.9100790268694374,0.6980822553496161,0.5408056952705189
518,1,0.1298898016167463,0.5,0.5,0.5,0.016236225202093287,0.8584499188251333,0.9278667949574568,0.6749735843031881,0.5376348021775894
519,1,0.19672882112803342,0.5,0.5,0.5,0.024591102641004177,0.8639818883865829,0.9441375158923986,0.651603649177181,0.5315246390609372
520,1,0.26622777620261845,0.5,0.5,0.5,0.033278472025327306,0.8676331482254571,0.9571276896863024,0.6280216892981508,0.5215316378598704
521,1,0.32226595991465234,0.5,0.5,0.5,0.04028324498933154,0.8692460487553613,0.9631835247124945,0.6042656067530376,0.5059174352622765
522,1,0.3503272003966702,0.4679929044846076,0.5,0.5,0.04098766100839972,0.8835905074644048,0.9590992577872036,0.5803649724290394,0.4918308761901432
523,1,0.3970180715027148,0.4200914769088221,0.5,0.4825611493583593,0.040241717173597556,0.8978365459610488,0.9471768178304274,0.5563431475448343,0.4731197552603447
524,1,0.45425745147032065,0.37649547048396725,0.5,0.45034760095961274,0.03851054578400885,0.9112355460474214,0.9313872720591774,0.5322188021132525,0.4517011170195921
525,1,0.5,0.3388706679817783,0.5,0.42161672228466285,0.0357183850782229,0.9233420533448536,0.9138308390638212,0.5080070168566286,0.42864536989469126
526,1,0.5,0.3094031673107666,0.5,0.3971251179793218,0.03071794233036601,0.9334469471712585,0.8953933933376748,0.5,0.4179011147641832
527,1,0.5,0.2905852891414743,0.5,0.3776983692711692,0.02743839746073151,0.9409676080857506,0.8764687892944922,0.5,0.41236437011212607
528,1,0.5,0.2845378719765041,0.5,0.36414798773313883,0.02590347337852836,0.9497787758168568,0.8572506466587984,0.5,0.40709923487590116
529,1,0.5,0.2920552874241732,0.5,0.35714346667705443,0.02607640945300819,0.959622499871643,0.8378432988116343,0.5,0.40200664045316226
530,1,0.5,0.31215906399772486,0.5,0.3570702376425833,0.027865677790988495,0.9694662239264386,0.8183073650329877,0.5,0.3966606755948622
531,1,0.5,0.3426408784126965,0.5,0.36393248471402817,0.031174536561332466,0.9793099479812211,0.7986802755261662,0.5,0.39107776953957857
532,1,0.5,0.3810180597857985,0.5,0.3773520269591129,0.03594448429204988,0.9891536720360117,0.7789863141722221,0.5,0.38526858656462587
533,1,0.5,0.4251579144346712,0.5,0.3966639018995344,0.042161199315781266,0.9989973960907998,0.7592418907198699,0.5,0.37924033591610284
534,1,0.5,0.4734514151736468,0.5,0.4210581312481213,0.04983764202744854,0.9912165459003498,0.7394584773109913,0.5,0.3664817388584665
535,1,0.5,0.5,0.5,0.4497084040910977,0.05621355051138721,0.980038791890979,0.7196443278510923,0.5,0.35263967882919006
536,1,0.5,0.5,0.5,0.4818561481709966,0.060232018521374574,0.9646882891315852,0.6998055284202794,0.5,0.33754709896829216
537,1,0.5,0.5,0.5,0.5,0.0625,0.9485127241418536,0.6799466628388472,0.5,0.3224690307202187
538,1,0.5,0.5,0.5,0.5,0.0625,0.9320992063250619,0.6600712479225221,0.5,0.30762594315328806
539,1,0.5,0.5,0.5,0.5,0.0625,0.9155864255961357,0.6401820260883015,0.5,0.29307098649854
540,1,0.5,0.5,0.4785863106974588,0.5,0.05982328883718235,0.9293911617320146,0.851547346809363,0.7996611157698394,0.6328682623834929
541,1,0.5,0.5,0.4265475168626004,0.5,0.05331843960782505,0.945929390804258,0.8685068398067763,0.8244913354882635,0.6773576789882311
542,1,0.5,0.5,0.37769460083023454,0.5,0.04721182510377932,0.9624676198765012,0.8844893419815153,0.849265418357962,0.7229731552819922
543,1,0.5,0.5,0.33343086067572014,0.5,0.04167885758446502,0.9790058489487417,0.8990298407739981,0.8739502602663918,0.769212104263817
544,1,0.4816564729445787,0.5,0.29582353896472624,0.5,0.0356213305979333,0.9955440780209843,0.9114153851259312,0.8984807423637369,0.815240265570544
545,1,0.43044125365450364,0.5,0.26769290905859655,0.5,0.028806517842400833,0.9879176929067752,0.9211504336129386,0.9227097518756229,0.8396850768993638
546,1,0.3982039524740251,0.5,0.25222989694900244,0.5,0.025109735474302206,0.9713794638345307,0.9290363494374736,0.9462282114930511,0.8539206508640987
547,1,0.38968333642106434,0.5,0.2517793642647674,0.5,0.024528555677167264,0.9548412347622943,0.9317766514828344,0.9674572892440608,0.8607455587437902
548,1,0.40637398735958213,0.5,0.2664174837059675,0.5,0.027066283788975132,0.9383030056900545,0.9287749281177802,0.978167666009946,0.8524460322003394
549,1,0.4093068217720642,0.5,0.2938982867912974,0.5,0.030073643422700146,0.9217647766178074,0.9206804157451687,0.9661728867391475,0.8199433717776816
550,1,0.37041409817421167,0.5,0.3310387142518346,0.5,0.03065535170008597,0.9052265475455679,0.9088398001971699,0.9446655950093348,0.7771819723375475
551,1,0.351735547629376,0.5,0.37497940968561183,0.5,0.0329733970038772,0.8886883184733287,0.8945070257797907,0.9210726969941408,0.732195636578299
552,1,0.3255228199016802,0.5,0.4236094723242281,0.5,0.03447363749201137,0.872150089401084,0.885373637533704,0.8968150110535047,0.6925014468004715
553,1,0.30704309446656086,0.5,0.4754922842670106,0.5,0.03649915558907914,0.855611860328843,0.8841118791743097,0.8722707366027788,0.6598349641328819
554,1,0.29779912395008923,0.5,0.5,0.5,0.037224890493761154,0.8390736312566023,0.8794972609242229,0.8541529567289693,0.6303332445854741
555,1,0.26943286173024183,0.5,0.5,0.5,0.03367910771628023,0.8225354021843589,0.87189159394864,0.8533971094381785,0.6120237242458372
556,1,0.26489173136071403,0.5,0.5,0.5,0.033111466420089254,0.8059971731121135,0.8617877817366496,0.8748171495867281,0.6076466937888205
557,1,0.28433587180509134,0.5,0.5,0.5,0.03554198397563642,0.789458944039873,0.8496887534030436,0.8946478070750132,0.6001247264547115
558,1,0.2972814823159464,0.5,0.5,0.5,0.0371601852894933,0.7729207149676329,0.8360356001145857,0.9118103006547038,0.5892019995318258
559,1,0.313094695890909,0.5,0.5,0.5,0.039136836986363624,0.7563824858953919,0.8388631323282973,0.9244635082418744,0.5865733729931201
560,1,0.2652021788537446,0.47167518152832916,0.5,0.5,0.0312723214631371,0.7398442568231489,0.847301293066109,0.9301136629687996,0.5830612778090233
561,1,0.240645026619485,0.41289809375770226,0.5,0.5,0.024840468190864218,0.7233060277509081,0.8534779877440948,0.927113522377947,0.572331071942323
562,1,0.2047190667704959,0.3553937179913469,0.5,0.5,0.01818896757082133,0.706767798678666,0.8570996674190217,0.9279031738027221,0.5620963186876506
563,1,0.17470605104220266,0.29989507122767406,0.5,0.5,0.013098370905301757,0.6902295696064251,0.8579707423521595,0.9517244784680168,0.5636081680066395
564,1,0.17556733638651573,0.24775373398923362,0.5,0.5,0.010874365789075779,0.6736913405341816,0.8560412732612781,0.9732960749954473,0.5613072366246596
565,1,0.14574964218671782,0.20159184424122156,0.5,0.5,0.0073454847914796485,0.6571531114619392,0.8514203244704424,0.9814077101433845,0.5491108779309033
566,1,0.05542332754021201,0.16646059781082945,0.5,0.5,0.0023064500587522746,0.6406148823897009,0.8443474222612891,0.9649536467863468,0.5219448987227486
567,1,0.03838970120980384,0.15030465589092062,0.5,0.5,0.0014425377075237063,0.6240766533174571,0.8618850320877902,0.9420274159188944,0.5066998979785458
568,1,0.13564125098055269,0.15901681842326082,0.5,0.5,0.005392310044469624,0.6075384242452152,0.8795045511608123,0.9228267784327974,0.49309662485921746
569,1,0.18815261574075737,0.18919225010659285,0.5,0.5,0.008899254183858757,0.5910001951729786,0.896257231478426,0.9381850233878908,0.49694553511280337
570,1,0.20818333456672827,0.23262322854645073,0.5,0.5,0.012107069854119561,0.5744619661007326,0.9116485945211517,0.9458107340883357,0.4953281220586702
571,1,0.2419922343223735,0.28327711771042874,0.5,0.5,0.01713771566178716,0.5721797567848947,0.9248376445309663,0.942538171395812,0.4987661085352161
572,1,0.26664051978421877,0.3379212694952712,0.5,0.5,0.022525875736090543,0.5813906048580723,0.9344806249326236,0.9298769156908521,0.5052005063642152
573,1,0.2868576658032937,0.3949027011002105,0.5,0.5,0.02832021676425554,0.590130451908024,0.9388755585810198,0.9276218569897168,0.5139572919585746
574,1,0.27440367129595483,0.4533409338403109,0.5,0.5,0.03109960414862947,0.5983685485912542,0.9369158802205535,0.9279562886125681,0.5202317782093614
575,1,0.2834488066114199,0.5,0.5,0.5,0.03543110082642749,0.6060734146775295,0.9291267681143727,0.9200500336752052,0.5180976852926249
576,1,0.30331698061461665,0.5,0.5,0.5,0.03791462257682708,0.6132131826929617,0.917136112645621,0.9059590627428962,0.5095113357543166
577,1,0.28386351714771985,0.5,0.5,0.5,0.03548293964346498,0.6277135739358869,0.9024816291304847,0.8879937562229095,0.5030484352241574
578,1,0.28639734034831016,0.5,0.4803421068724162,0.5,0.03439217546639094,0.6435428718094446,0.8861876918492101,0.8677233981011275,0.4948624562478369
579,1,0.3102357166123806,0.5,0.45644628040921753,0.5,0.0354014847244523,0.6592922938944802,0.8688640006856494,0.846055853717109,0.4846506927028786
580,1,0.343326860284648,0.5,0.4401935644283551,0.5,0.03778256859817376,0.6749502294769825,0.8508689866401433,0.8382129976548884,0.4813808778276238
581,1,0.33903982711520897,0.5,0.432446576387035,0.5,0.03665415312370609,0.6905027929205176,0.8324590752258225,0.8478064374102539,0.48733212559599653
582,1,0.3419529510277468,0.5,0.4336613986667143,0.5,0.037072948755225786,0.7059332650256243,0.8197615017408157,0.8537101272824914,0.4940394156532171
583,1,0.3506378756010621,0.5,0.44376443746465843,0.5,0.03890015490497705,0.721221371689763,0.812361508570395,0.8554712027807475,0.501214145865346
584,1,0.31293500909983873,0.5,0.46217317449528933,0.5,0.03615754164159618,0.73634234670289,0.8076930027736211,0.8529407616244864,0.5072767612531771
585,1,0.26112908277166624,0.5,0.48794847113988743,0.5,0.03185438417714891,0.7512657075566471,0.8011137035930547,0.8463306603205065,0.509363476012249
586,1,0.21415551784580017,0.5,0.5,0.5,0.02676943973072502,0.7659536501288503,0.7928055584367091,0.8361338585202204,0.5077442181651991
587,1,0.1618469815200288,0.5,0.5,0.5,0.0202308726900036,0.7803589403270029,0.8105782358966118,0.8229690459568848,0.5205624642255955
588,1,0.11331091261572046,0.5,0.5,0.5,0.014163864076965058,0.7944221513486891,0.8282393911482135,0.807444020982583,0.5312753304399467
589,1,0.11554462099519186,0.5,0.5,0.5,0.014443077624398983,0.808068074116161,0.8453300003548454,0.7900817982610818,0.5396923815482259
590,1,0.15440838599511897,0.5,0.5,0.5,0.01930104824938987,0.8212011408134411,0.8616384777933932,0.7713004202294138,0.5457555951146835
591,1,0.15859631952788805,0.5,0.5,0.5,0.019824539940986007,0.8336998031423142,0.8768536932570624,0.7514213521776535,0.5493136185829818
592,1,0.12888448036724592,0.5,0.5,0.5,0.01611056004590574,0.8454101088073629,0.8905188833564315,0.7306875596651201,0.5501008080480915
593,1,0.06634406291852968,0.5,0.5,0.5,0.00829300786481621,0.8561394112393768,0.9019835884220426,0.7092818600687766,0.5477242611472374
594,1,0.009879633658860631,0.5,0.5,0.5,0.001234954207357579,0.8656524689705436,0.9103991128631167,0.687342226626282,0.5416870128633489
595,1,0.05592089748782603,0.5,0.5,0.5,0.006990112185978253,0.8736742118788817,0.9158956541954375,0.6649735389301947,0.5321081112050144
596,1,0.12608045407481866,0.5,0.5,0.5,0.015760056759352332,0.879905429137311,0.9293532814337906,0.6422562705191106,0.5252005680873236
597,1,0.20447369287098516,0.5,0.5,0.5,0.025559211608873145,0.8840570713130058,0.9391035575330098,0.6192528104518185,0.5141167746949652
598,1,0.2242057575195432,0.48755713766975817,0.5,0.5,0.027328279346327086,0.8859019061075206,0.9432039212084341,0.596012043849349,0.49801941005512573
599,1,0.2598080481136418,0.4328498039923505,0.5,0.48455601672596676,0.02724606700010754,0.8907126498395718,0.9404751108605731,0.5725726785981906,0.47964016957247557
600,1,0.31450467492961864,0.3805501847847538,0.5,0.4469253093810385,0.026745085851439976,0.9060323125012522,0.9317311909579191,0.5489656759772402,0.46342505689536084
601,1,0.3756089815184951,0.3317987846017997,0.5,0.4119343770376196,0.02566899114853315,0.9208060403932652,0.9188948327849304,0.5252160409063865,0.4443978514470997
602,1,0.44547387703945296,0.2884006306975341,0.5,0.3803125422667332,0.024430316874108387,0.93466244771895,0.9035870028992663,0.5013441525675805,0.4234096224199698
603,1,0.5,0.25312430564889066,0.5,0.3529664695483039,0.022336098130438683,0.94687878207797,0.8868059901279735,0.5,0.4198488879359119
604,1,0.5,0.22974203889083789,0.5,0.3309577426883813,0.019008726647984503,0.9560654884358102,0.8691172214083464,0.5,0.41546649039687245
605,1,0.5,0.22204367758893512,0.5,0.31540565350893646,0.017508457809366416,0.9631246517511944,0.8508433052362931,0.5,0.40973408102527004
606,1,0.5,0.23159854291579157,0.5,0.30729208431947785,0.01779209974448691,0.9701838150665789,0.8321752775846316,0.5,0.4036814928055736
607,1,0.5,0.2564856241667708,0.5,0.30720697242318357,0.019698543017586046,0.9772429783819644,0.8132312785427974,0.5,0.3973622783782681
608,1,0.5,0.2928213887811463,0.5,0.3151568224319903,0.023071164607097128,0.9844096540958572,0.7940874623153782,0.5,0.39085368204986926
609,1,0.5,0.336921884197536,0.5,0.33056243214472913,0.02784342937078057,0.9915975036771363,0.7747947801744315,0.5,0.3841422849415209
610,1,0.5,0.38613578748248456,0.5,0.35244747178189406,0.0340231455156781,0.9987853532584157,0.7553884530574139,0.5,0.3772354614671386
611,1,0.5,0.4387457540514822,0.5,0.37969319085999426,0.04164719383302038,0.9940267971602982,0.7358935313957496,0.5,0.36574894503214916
612,1,0.5,0.49366722295665855,0.5,0.41123547756180695,0.05075336904729812,0.9817209752213854,0.7163282801906931,0.5,0.35161724890373247
613,1,0.5,0.5,0.5,0.44616400216232216,0.05577050027029027,0.9656111959768867,0.6967063098570412,0.5,0.3363737065528505
614,1,0.5,0.5,0.5,0.48374581718657655,0.06046822714832207,0.9491412495928345,0.6770379583581153,0.5,0.32130232690890154
615,1,0.5,0.5,0.5,0.5,0.0625,0.9325745545111329,0.6573312120976638,0.5,0.3065051811441209
616,1,0.5,0.5,0.5,0.5,0.0625,0.9159683127545215,0.6375923344306582,0.5,0.2920071873968333
617,1,0.5,0.5,0.4491040825454636,0.5,0.05613801031818295,0.9314562905250532,0.8604358865218091,0.7954237237569258,0.6374990401522792
618,1,0.5,0.5,0.3931824059055113,0.5,0.04914780073818891,0.9479945195972973,0.8786311295709879,0.8196695378323734,0.682733492046034
619,1,0.5,0.5,0.33956270653341836,0.5,0.042445338316677295,0.9645327486695374,0.8961603946103589,0.8436775819989368,0.7292546946732104
620,1,0.4804569799689678,0.5,0.2895267846382189,0.5,0.0347762911418511,0.9810709777417823,0.9126219444841123,0.8673187234241149,0.7765511332644284
621,1,0.40512420875482275,0.5,0.24527777391686545,0.5,0.024841991020803603,0.997609206814019,0.9272869645524212,0.8903553743318198,0.8236410578823731
622,1,0.34265484009056724,0.5,0.2104973010094467,0.5,0.018031979754221987,0.9858525641137375,0.9388489864167211,0.9123098253963227,0.8444035767475833
623,1,0.30116283694325774,0.5,0.19044563814088677,0.5,0.014338787166494638,0.9693143350414892,0.9479714592712575,0.9321237191197576,0.8565120099158352
624,1,0.28980298354920453,0.5,0.1898485407938465,0.5,0.013754668386129895,0.9527761059692523,0.9517759952710643,0.947323512928046,0.859060837966332
625,1,0.31188537027620294,0.5,0.20887291781419193,0.5,0.01628610182828754,0.9362378768970129,0.9476154582550333,0.9531765542238788,0.8456520287252933
